CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
61472676,2023-03-01,BANCO SANTANDER BRASIL S.A.,194207,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
45686953,2023-03-01,BANCO SANTANDER CENTRAL HISPANO,198105,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
51035004,2023-03-01,BANCO SANTANDER DE NEGOCIOS S.A.,198210,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
33517640,2023-03-01,BANCO SANTANDER S.A.,196709,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
28157204,2023-03-01,BANCO SANTOS NEVES S.A.,196810,B1,I,2,Banco Múltiplo,,ES,Vitória,,,,,I
58257619,2023-03-01,BANCO SANTOS S.A.,197010,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
60663655,2023-03-01,BANCO SÃO JORGE S.A.,198907,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
61391090,2023-03-01,BANCO SAVENA S.A.,194309,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
C0081380,2023-03-01,BANCO SEMEAR - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,MG,Belo Horizonte,S4,,C0081380,00795423,A
00795423,2023-03-01,BANCO SEMEAR S.A.,199510,B1,I,2,Banco Múltiplo,Crédito Varejo,MG,Belo Horizonte,S4,,C0081380,00795423,A
11970623,2023-03-01,BANCO SENFF S.A.,201006,B1,I,2,Banco Múltiplo,Crédito Varejo,PR,Curitiba,,,C0083670,03877288,A
C0051750,2023-03-01,BANCO SICOOB,180001,B1,C,2,,Cooperativo,DF,Brasília,S3,C0051750,C0080879,02038232,A
76543115,2023-03-01,BANCO SISTEMA S.A.,194309,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
61533584,2023-03-01,BANCO SOCIETE GENERALE BRASIL S.A.,193207,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0031859,C0080264,61533584,A
60889128,2023-03-01,BANCO SOFISA S.A.,196104,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,C0031873,C0080271,60889128,A
60701836,2023-03-01,BANCO SPI S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
60942638,2023-03-01,BANCO SUDAMERIS BRASIL S.A.,194910,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
87125019,2023-03-01,BANCO SUL BRASILEIRO S.A.,197212,B1,I,2,Banco Comercial,,RS,Porto Alegre,,,,,I
60518222,2023-03-01,BANCO SUMITOMO MITSUI BRASILEIRO S.A.,195810,B1,I,3,Banco Múltiplo,Crédito Atacado,SP,São Paulo,S3,,C0081720,60518222,A
07679404,2023-03-01,BANCO TOPÁZIO S.A.,200603,B1,I,3,Banco Múltiplo,Crédito Atacado,RS,Porto Alegre,S4,,C0081517,07679404,A
C0081517,2023-03-01,BANCO TOPÁZIO S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,RS,Porto Alegre,S4,,C0081517,07679404,A
17351180,2023-03-01,BANCO TRIANGULO S.A.,196810,B1,I,2,Banco Múltiplo,Crédito Varejo,MG,Uberlândia,S4,,C0081438,17351180,A
30131502,2023-03-01,BANCO UBS S.A.,196908,B1,I,3,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
00086413,2023-03-01,BANCO ÚNICO S.A.,196906,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
68700376,2023-03-01,BANCO UNIVERSAL S.A,199301,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
33822149,2023-03-01,BANCO VEGA S.A.,196803,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
C0080415,2023-03-01,BANCO VOITER - PRUDENCIAL,180001,B1,C,2,,Crédito Atacado,SP,São Paulo,S4,C0050531,C0080415,61024352,A
61024352,2023-03-01,BANCO VOITER S.A.,196708,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,C0050531,C0080415,61024352,A
59588111,2023-03-01,BANCO VOTORANTIM S.A.,198810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,C0051011,C0080484,59588111,A
78626983,2023-03-01,BANCO VR S.A.,196804,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,C0050524,C0080408,78626983,A
33436486,2023-03-01,BANCO WACHOVIA S.A.,196701,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
13720915,2023-03-01,BANCO WESTERN UNION DO BRASIL S.A.,201110,B1,I,3,Banco Comercial,,SP,São Paulo,S4,C0051767,C0080886,13720915,A
15357060,2023-03-01,BANCO WOORI BANK DO BRASIL S.A.,201209,B1,I,3,Banco Múltiplo,Filial Estrangeiro,SP,São Paulo,S4,,C0081823,15357060,A
33264668,2023-03-01,BANCO XP S.A.,201910,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S3,C0052120,C0082475,02332886,A
10371492,2023-03-01,BANCO YAMAHA MOTOR DO BRASIL S.A.,200811,B1,I,3,Banco Múltiplo,Indústria - Não BNDES,SP,Guarulhos,S4,,C0080721,10371492,A
61535100,2023-03-01,BANCO ZOGBI S.A.,196409,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0080879,2023-03-01,BANCOOB - PRUDENCIAL,180001,B1,C,2,,Cooperativo,DF,Brasília,S3,C0051750,C0080879,02038232,A
10264663,2023-03-01,BANCOSEGURO S.A.,200810,B1,I,2,Banco Múltiplo,Serviços,SP,São Paulo,S4,,C0084813,08561701,A
C0030159,2023-03-01,BANESTES,180001,B1,C,1,,Regional Público,ES,Vitória,S3,C0030159,C0080147,28127603,A
C0080147,2023-03-01,BANESTES - PRUDENCIAL,180001,B1,C,1,,Regional Público,ES,Vitória,S3,C0030159,C0080147,28127603,A
28127603,2023-03-01,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,193710,B1,I,1,Banco Múltiplo,,ES,Vitória,S3,C0030159,C0080147,28127603,A
07216674,2023-03-01,BANFORT-BANCO FORTALEZA S.A.,190701,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
33884941,2023-03-01,"BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A. - EM LIQUIDAÇÃO ORDINÁRIA",196808,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,LO
62073200,2023-03-01,BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.,196803,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0051255,C0080556,62073200,A
C0030173,2023-03-01,BANRISUL,180001,B1,C,1,,Regional Público,RS,Porto Alegre,S2,C0030173,C0080154,92702067,A
C0080154,2023-03-01,BANRISUL - PRUDENCIAL,180001,B1,C,1,,Regional Público,RS,Porto Alegre,S2,C0030173,C0080154,92702067,A
C0051774,2023-03-01,BARIGUI,180001,B1,C,2,,Crédito Varejo,PR,Curitiba,S4,C0051774,C0080893,00556603,A
C0049906,2023-03-01,BB,180001,B1,C,1,,Complexo,DF,Brasília,S1,C0049906,C0080329,00000000,A
C0080329,2023-03-01,BB - PRUDENCIAL,180001,B1,C,1,,Complexo,DF,Brasília,S1,C0049906,C0080329,00000000,A
06043056,2023-03-01,BB BANCO POPULAR DO BRASIL S.A.,200402,B1,I,1,Banco Múltiplo,,DF,Brasília,,,,,I
C0084480,2023-03-01,BBC S.A. - PRUDENCIAL,180001,B1,C,3,,Crédito Varejo,SP,São Paulo,S4,,C0084480,01852137,A
C0081579,2023-03-01,BCO ABN AMRO S.A. - PRUDENCIAL,180001,B1,C,3,,Filial Estrangeiro,SP,São Paulo,S4,C0052302,C0081579,03532415,A
C0081201,2023-03-01,BCO ARBI S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,RJ,Rio de Janeiro,S4,,C0081201,54403563,A
C0081414,2023-03-01,BCO CARGILL S.A. - PRUDENCIAL,180001,B1,I,3,,Indústria - Não BNDES,SP,São Paulo,S4,,C0081414,03609817,A
C0081469,2023-03-01,BCO CEDULA S.A. - PRUDENCIAL,180001,B1,I,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S4,,C0081469,33132044,A
C0081665,2023-03-01,BCO CLASSICO S.A. - PRUDENCIAL,180001,B1,C,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S3,,C0081665,31597552,A
C0080745,2023-03-01,BCO COOPERATIVO SICREDI - PRUDENCIAL,180001,B1,C,2,,Cooperativo,RS,Porto Alegre,S3,,C0080745,01181521,A
C0081249,2023-03-01,BCO DA AMAZONIA S.A. - PRUDENCIAL,180001,B1,I,1,,Regional Público,PA,Belém,S3,,C0081249,04902979,A
C0081816,2023-03-01,BCO DA CHINA BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081816,10690848,A
C0081744,2023-03-01,BCO DAYCOVAL S.A - PRUDENCIAL,180001,B1,C,2,,Crédito Diversificado,SP,São Paulo,S3,C0051987,C0081744,62232889,A
C0081634,2023-03-01,BCO DO EST. DE SE S.A. - PRUDENCIAL,180001,B1,C,1,,Regional Público,SE,Aracaju,S4,,C0081634,13009717,A
C0081586,2023-03-01,BCO DO EST. DO PA S.A. - PRUDENCIAL,180001,B1,I,1,,Regional Público,PA,Belém,S3,,C0081586,04913711,A
C0081593,2023-03-01,BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL,180001,B1,C,1,,Regional Público,CE,Fortaleza,S2,,C0081593,07237373,A
C0081483,2023-03-01,BCO FIBRA S.A. - PRUDENCIAL,180001,B1,C,2,,Crédito Atacado,SP,São Paulo,S3,,C0081483,58616418,A
C0081672,2023-03-01,BCO GUANABARA S.A. - PRUDENCIAL,180001,B1,C,2,,Crédito Atacado,RJ,Rio de Janeiro,S4,,C0081672,31880826,A
C0081335,2023-03-01,BCO INBURSA S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Varejo,SP,São Paulo,S4,,C0081335,04866275,A
C0081603,2023-03-01,BCO KDB BRASIL S.A. - PRUDENCIAL,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S4,,C0081603,07656500,A
C0081232,2023-03-01,BCO KEB DO BRASIL SA - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081232,02318507,A
C0081270,2023-03-01,BCO LA NACION ARGENTINA - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081270,33042151,A
C0081263,2023-03-01,BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081263,44189447,A
C0081706,2023-03-01,BCO LUSO BRASILEIRO S.A. - PRUDENCIAL,180001,B1,I,2,,Crédito Atacado,SP,São Paulo,S4,,C0081706,59118133,A
C0081658,2023-03-01,BCO MODAL S.A. - PRUDENCIAL,180001,B1,C,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S4,C0051963,C0081658,30723886,A
C0081713,2023-03-01,BCO MUFG BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0081713,60498557,A
C0081555,2023-03-01,BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0081555,01023570,A
C0081720,2023-03-01,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,180001,B1,C,3,,Crédito Atacado,SP,São Paulo,S3,,C0081720,60518222,A
C0081438,2023-03-01,BCO TRIANGULO S.A. - PRUDENCIAL,180001,B1,C,2,,Crédito Varejo,MG,Uberlândia,S4,,C0081438,17351180,A
C0081823,2023-03-01,BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081823,15357060,A
50585090,2023-03-01,BCV - BANCO DE CRÉDITO E VAREJO S.A.,197805,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0030290,C0080178,61186680,A
62199039,2023-03-01,BIG S.A.-BANCO IRMÃOS GUIMARÃES,196807,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0030290,2023-03-01,BMG,180001,B1,C,2,,Crédito Varejo,SP,São Paulo,S3,C0030290,C0080178,61186680,A
C0080178,2023-03-01,BMG - PRUDENCIAL,180001,B1,C,2,,Crédito Varejo,SP,São Paulo,S3,C0030290,C0080178,61186680,A
17161324,2023-03-01,BMG BANCO COMERCIAL S.A.,191807,B1,I,2,Banco Comercial,,MG,Belo Horizonte,,,,,I
C0051516,2023-03-01,BNP PARIBAS,180001,B1,C,3,,Crédito Atacado,SP,São Paulo,S3,C0051516,C0080673,01522368,A
C0080673,2023-03-01,BNP PARIBAS - PRUDENCIAL,180001,B1,C,3,,Crédito Atacado,SP,São Paulo,S3,C0051516,C0080673,01522368,A
C0051808,2023-03-01,BNY MELLON,180001,B1,C,3,,Serviços,RJ,Rio de Janeiro,S4,C0051808,C0080910,42272526,A
C0080910,2023-03-01,BNY MELLON - PRUDENCIAL,180001,B1,C,3,,Serviços,RJ,Rio de Janeiro,S4,C0051808,C0080910,42272526,A
42272526,2023-03-01,BNY MELLON BANCO S.A.,201211,B1,I,3,Banco Comercial,,RJ,Rio de Janeiro,S4,C0051808,C0080910,42272526,A
C0052003,2023-03-01,BOCOM,180001,B1,C,3,,Crédito Atacado,BA,Salvador,S3,C0052003,C0084624,15114366,A
C0084624,2023-03-01,BOCOM - PRUDENCIAL,180001,B1,C,3,,Crédito Atacado,BA,Salvador,S3,C0052003,C0084624,15114366,A
C0051255,2023-03-01,BOFA MERRILL LYNCH,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S3,C0051255,C0080556,62073200,A
C0080556,2023-03-01,BOFA MERRILL LYNCH - PRUDENCIAL,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S3,C0051255,C0080556,62073200,A
C0010045,2023-03-01,BRADESCO,180001,B1,C,2,,Complexo,SP,Osasco,S1,C0010045,C0080075,60746948,A
C0080075,2023-03-01,BRADESCO - PRUDENCIAL,180001,B1,C,2,,Complexo,SP,Osasco,S1,C0010045,C0080075,60746948,A
62111745,2023-03-01,BRASBANCO S.A. BANCO COMERCIAL - EM LIQUIDAÇÃO ORDINÁRIA,196803,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0031976,2023-03-01,BRB,180001,B1,C,1,,Regional Público,DF,Brasília,S3,C0031976,C0080288,00000208,A
00000208,2023-03-01,BRB - BANCO DE BRASILIA S.A.,196605,B1,I,1,Banco Múltiplo,,DF,Brasília,S3,C0031976,C0080288,00000208,A
C0080288,2023-03-01,BRB - PRUDENCIAL,180001,B1,C,1,,Regional Público,DF,Brasília,S3,C0031976,C0080288,00000208,A
C0080422,2023-03-01,BS2 - PRUDENCIAL,180001,B1,C,2,,Crédito Diversificado,MG,Belo Horizonte,S3,C0052034,C0080422,71027866,A
C0049944,2023-03-01,BTG PACTUAL,180001,B1,C,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
C0080336,2023-03-01,BTG PACTUAL - PRUDENCIAL,180001,B1,C,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
C0052072,2023-03-01,C6 BANK,180001,B1,C,2,,Crédito Varejo,SP,São Paulo,S3,C0052072,C0084844,31872495,A
01600204,2023-03-01,CAIXA ECONÔMICA DO ESTADO DE GOIÁS,196211,B1,I,1,Caixa Econômica Estadual,,GO,Goiânia,,,,,LO
17176033,2023-03-01,CAIXA ECONOMICA DO ESTADO DE MINAS GERAIS,189609,B1,I,1,Caixa Econômica Estadual,,MG,Belo Horizonte,,,,,I
83900159,2023-03-01,CAIXA ECONOMICA DO ESTADO DE SANTA CATARINA S.A.,197001,B1,I,1,Caixa Econômica Estadual,,SC,Florianópolis,,,,,I
92818400,2023-03-01,CAIXA ECONOMICA ESTADUAL DO RIO GRANDE DO SUL,196002,B1,I,1,Caixa Econômica Estadual,,RS,Porto Alegre,,,,,I
00360305,2023-03-01,CAIXA ECONOMICA FEDERAL,196407,B1,I,1,Caixa Econômica Federal,,DF,Brasília,S1,C0051626,C0080738,00360305,A
C0051626,2023-03-01,CAIXA ECONÔMICA FEDERAL,180001,B1,C,1,,Complexo,DF,Brasília,S1,C0051626,C0080738,00360305,A
C0080738,2023-03-01,CAIXA ECONÔMICA FEDERAL - PRUDENCIAL,180001,B1,C,1,,Complexo,DF,Brasília,S1,C0051626,C0080738,00360305,A
C0051815,2023-03-01,CAIXA GERAL,180001,B1,C,3,,Filial Estrangeiro,SP,São Paulo,S4,C0051815,C0080927,33466988,A
C0080927,2023-03-01,CAIXA GERAL - PRUDENCIAL,180001,B1,C,3,,Filial Estrangeiro,SP,São Paulo,S4,C0051815,C0080927,33466988,A
C0032119,2023-03-01,CCB,180001,B1,C,3,,Crédito Atacado,SP,São Paulo,S3,C0032119,C0080295,07450604,A
C0080295,2023-03-01,CCB - PRUDENCIAL,180001,B1,C,3,,Crédito Atacado,SP,São Paulo,S3,C0032119,C0080295,07450604,A
07450604,2023-03-01,CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A,197206,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0032119,C0080295,07450604,A
C0030403,2023-03-01,CITIBANK,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S2,C0030403,C0080192,33479023,A
C0080192,2023-03-01,CITIBANK - PRUDENCIAL,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S2,C0030403,C0080192,33479023,A
33042953,2023-03-01,CITIBANK N.A.,191504,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,S2,C0030403,C0080192,33479023,A
C0084583,2023-03-01,COMMERZBANK BRASIL - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0084583,23522214,I
23522214,2023-03-01,COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO,201607,B1,I,3,Banco Múltiplo,Filial Estrangeiro,SP,São Paulo,S4,,C0084583,23522214,I
C0080491,2023-03-01,CREDIT AGRICOLE - PRUDENCIAL,180001,B1,C,3,,Crédito Atacado,SP,São Paulo,S3,,C0080491,75647891,A
C0030771,2023-03-01,CREDIT SUISSE,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S3,C0030771,C0080219,33987793,A
C0080219,2023-03-01,CREDIT SUISSE - PRUDENCIAL,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S3,C0030771,C0080219,33987793,A
C0052010,2023-03-01,CREFISA,180001,B1,C,2,,Crédito Varejo,SP,São Paulo,S4,C0052010,C0083632,60779196,A
C0083632,2023-03-01,CREFISA S.A. CFI - PRUDENCIAL,180001,B1,C,2,,Crédito Varejo,SP,São Paulo,S4,C0052010,C0083632,60779196,A
C0051987,2023-03-01,DAYCOVAL,180001,B1,C,2,,Crédito Diversificado,SP,São Paulo,S3,C0051987,C0081744,62232889,A
C0080532,2023-03-01,DEUTSCHE - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0080532,62331228,A
62331228,2023-03-01,DEUTSCHE BANK S.A. - BANCO ALEMAO,196904,B1,I,3,Banco Múltiplo,Crédito Atacado,SP,São Paulo,S3,,C0080532,62331228,A
C0080350,2023-03-01,FATOR - PRUDENCIAL,180001,B1,C,2,,Tesouraria e Negócios,SP,São Paulo,S4,,C0080350,33644196,A
C0051688,2023-03-01,FINAXIS,180001,B1,C,2,,Serviços,PR,Curitiba,S4,C0051688,C0080790,11758741,A
C0080790,2023-03-01,FINAXIS - PRUDENCIAL,180001,B1,C,2,,Serviços,PR,Curitiba,S4,C0051688,C0080790,11758741,A
C0051839,2023-03-01,GENIAL,180001,B1,C,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S4,C0051839,C0080941,45246410,A
C0080941,2023-03-01,GENIAL - PRUDENCIAL,180001,B1,C,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S4,C0051839,C0080941,45246410,A
C0052034,2023-03-01,GRUPO BONSUCESSO - BS2,180001,B1,C,2,,Crédito Diversificado,MG,Belo Horizonte,S3,C0052034,C0080422,71027866,A
03012230,2023-03-01,HIPERCARD BANCO MÚLTIPLO S.A.,199903,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
C0084741,2023-03-01,HSBC BI - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S3,,C0084741,53518684,A
17453575,2023-03-01,ICBC DO BRASIL BANCO MÚLTIPLO S.A.,201309,B1,I,3,Banco Múltiplo,Filial Estrangeiro,SP,São Paulo,S4,,C0081830,17453575,A
C0081830,2023-03-01,ICBC DO BRASIL BM S.A. - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0081830,17453575,A
C0050988,2023-03-01,INDUSTRIAL DO BRASIL,180001,B1,C,2,,Crédito Atacado,SP,São Paulo,S4,C0050988,C0080477,31895683,A
C0080477,2023-03-01,INDUSTRIAL DO BRASIL - PRUDENCIAL,180001,B1,C,2,,Crédito Atacado,SP,São Paulo,S4,C0050988,C0080477,31895683,A
C0051884,2023-03-01,INTER,180001,B1,C,2,,Crédito Diversificado,MG,Belo Horizonte,S3,C0051884,C0080996,00416968,A
C0080996,2023-03-01,INTER - PRUDENCIAL,180001,B1,C,2,,Crédito Diversificado,MG,Belo Horizonte,S3,C0051884,C0080996,00416968,A
55230916,2023-03-01,INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO,198604,B1,I,3,Banco Múltiplo,Filial Estrangeiro,SP,São Paulo,S4,,C0084057,55230916,A
C0084057,2023-03-01,INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0084057,55230916,A
C0010069,2023-03-01,ITAU,180001,B1,C,2,,Complexo,SP,São Paulo,S1,C0010069,C0080099,60872504,A
C0080099,2023-03-01,ITAU - PRUDENCIAL,180001,B1,C,2,,Complexo,SP,São Paulo,S1,C0010069,C0080099,60872504,A
60701190,2023-03-01,ITAÚ UNIBANCO S.A.,194501,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
C0080343,2023-03-01,JOHN DEERE - PRUDENCIAL,180001,B1,I,3,,Indústria - BNDES,SP,Indaiatuba,S3,,C0080343,91884981,A
C0020107,2023-03-01,JP MORGAN CHASE,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S3,C0020107,C0080116,33172537,A
C0080116,2023-03-01,JP MORGAN CHASE - PRUDENCIAL,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S3,C0020107,C0080116,33172537,A
46518205,2023-03-01,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",198808,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,S3,C0020107,C0080116,33172537,A
01701201,2023-03-01,KIRTON BANK S.A. - BANCO MÚLTIPLO,199703,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
C0050201,2023-03-01,MASTER,180001,B1,C,2,,Crédito Diversificado,RJ,Rio de Janeiro,S4,C0050201,C0080367,33923798,A
C0020152,2023-03-01,MERCANTIL DO BRASIL,180001,B1,C,2,,Crédito Diversificado,MG,Belo Horizonte,S3,C0020152,C0080123,17184037,A
C0080123,2023-03-01,MERCANTIL DO BRASIL - PRUDENCIAL,180001,B1,C,2,,Crédito Diversificado,MG,Belo Horizonte,S3,C0020152,C0080123,17184037,A
C0080697,2023-03-01,MIZUHO - PRUDENCIAL,180001,B1,I,3,,Filial Estrangeiro,SP,São Paulo,S4,,C0080697,61088183,A
C0051963,2023-03-01,MODAL,180001,B1,C,2,,Tesouraria e Negócios,RJ,Rio de Janeiro,S4,C0051963,C0081658,30723886,A
C0051413,2023-03-01,MORGAN STANLEY,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S3,C0051413,C0080628,02801938,A
C0080628,2023-03-01,MORGAN STANLEY - PRUDENCIAL,180001,B1,C,3,,Tesouraria e Negócios,SP,São Paulo,S3,C0051413,C0080628,02801938,A
74828799,2023-03-01,NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO,199705,B1,I,3,Banco Múltiplo,Crédito Varejo,RS,Porto Alegre,S4,,C0081768,74828799,A
C0081768,2023-03-01,NOVO BCO CONTINENTAL S.A. - BM - PRUDENCIAL,180001,B1,I,3,,Crédito Varejo,RS,Porto Alegre,S4,,C0081768,74828799,A
C0050940,2023-03-01,OMNI,180001,B1,C,2,,Crédito Varejo,SP,São Paulo,S4,C0050940,C0080460,92228410,A
C0080460,2023-03-01,OMNI - PRUDENCIAL,180001,B1,C,2,,Crédito Varejo,SP,São Paulo,S4,C0050940,C0080460,92228410,A
60850229,2023-03-01,OMNI BANCO S.A.,195601,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,C0050940,C0080460,92228410,A
C0051781,2023-03-01,ORIGINAL,180001,B1,C,2,,Crédito Diversificado,SP,São Paulo,S3,C0051781,C0080903,92894922,A
C0080903,2023-03-01,ORIGINAL - PRUDENCIAL,180001,B1,C,2,,Crédito Diversificado,SP,São Paulo,S3,C0051781,C0080903,92894922,A
C0081012,2023-03-01,OURINVEST - PRUDENCIAL,180001,B1,C,2,,Câmbio,SP,São Paulo,S4,,C0081012,78632767,A
C0084813,2023-03-01,PAGSEGURO - PRUDENCIAL,180001,B1,C,2,,Serviços,SP,São Paulo,S4,,C0084813,08561701,A
09093352,2023-03-01,PARAIBAN - BANCO DA PARAIBA S.A.,192907,B1,I,3,Banco Múltiplo,,PB,João Pessoa,,,,,I
C0030881,2023-03-01,PARANÁ BANCO,180001,B1,C,2,,Crédito Varejo,PR,Curitiba,S4,C0030881,C0080233,14388334,A
C0080233,2023-03-01,PARANÁ BANCO - PRUDENCIAL,180001,B1,C,2,,Crédito Varejo,PR,Curitiba,S4,C0030881,C0080233,14388334,A
14388334,2023-03-01,PARANÁ BANCO S.A.,197705,B1,I,2,Banco Múltiplo,,PR,Curitiba,S4,C0030881,C0080233,14388334,A
09516419,2023-03-01,PICPAY BANK - BANCO MÚLTIPLO S.A,200807,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0051781,C0080903,92894922,A
C0050304,2023-03-01,PINE,180001,B1,C,2,,Crédito Atacado,SP,São Paulo,S3,C0050304,C0080374,62144175,A
C0080374,2023-03-01,PINE - PRUDENCIAL,180001,B1,C,2,,Crédito Atacado,SP,São Paulo,S3,C0050304,C0080374,62144175,A
C0051468,2023-03-01,RENDIMENTO,180001,B1,C,2,,Câmbio,SP,São Paulo,S4,C0051468,C0080659,68900810,A
C0080659,2023-03-01,RENDIMENTO - PRUDENCIAL,180001,B1,C,2,,Câmbio,SP,São Paulo,S4,C0051468,C0080659,68900810,A
C0080855,2023-03-01,RODOBENS - PRUDENCIAL,180001,B1,C,2,,Indústria - Não BNDES,SP,São Paulo,S4,,C0080855,33603457,A
C0010083,2023-03-01,SAFRA,180001,B1,C,2,,Crédito Diversificado,SP,São Paulo,S2,C0010083,C0080109,58160789,A
C0080109,2023-03-01,SAFRA - PRUDENCIAL,180001,B1,C,2,,Crédito Diversificado,SP,São Paulo,S2,C0010083,C0080109,58160789,A
C0030379,2023-03-01,SANTANDER,180001,B1,C,3,,Complexo,SP,São Paulo,S1,C0030379,C0080185,90400888,A
