CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
24431221,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRANSAMAZÔNICA - CRESOL TRANSAMAZÔNICA,201604,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,PA,Pacajá,S5,,,,A
08560508,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO,200702,B3S,I,2,Cooperativa de Crédito,Crédito rural,PR,São João do Triunfo,S5,,,,A
02446089,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO,199801,B3S,I,2,Cooperativa de Crédito,Crédito misto,PR,Coronel Vivida,S5,,,,A
05231945,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES,200209,B3S,I,2,Cooperativa de Crédito,Crédito misto,PR,Ivaiporã,S5,,,,A
04663561,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS - CRESOL VALE DAS ÁGUAS,200110,B3S,I,2,Cooperativa de Crédito,Crédito rural,PR,Laranjeiras do Sul,S5,,,,A
02025743,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VALE DO OURO - CRESOL VALE DO OURO,199707,B3S,I,2,Cooperativa de Crédito,Mútuo com financiamento relevante,BA,Euclides da Cunha,S5,,,,A
03965737,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA,200104,B3S,I,2,Cooperativa de Crédito,Crédito rural,SC,Chapecó,S5,,,,A
79457883,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP,198610,B3S,I,2,Cooperativa de Crédito,Mútuo com relevância em PJ,PR,Mandaguari,S4,,,,A
03974280,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DO ESTADO DE SÃO PAULO - SICREDI CENTRO PAULISTA SP,200009,B3S,I,2,Cooperativa de Crédito,,SP,Bauru,,,,,I
11094093,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DA REGIÃO DA NOVA ALTA PAULISTA - SICREDI NOVA ALTA PAULISTA SP,200910,B3S,I,2,Cooperativa de Crédito,,SP,Dracena,,,,,I
66555665,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO DOS EMPREGADOS E SERVIDORES DA SECRETARIA ESTADUAL DE LOGÍSTICA E TRANSPORTES E ÓRGÃOS SUBORDINADOS DO ESTADO DE SÃO PAULO - SICOOB COOPTRANSP,199108,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
88530142,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE,198209,B3S,I,2,Cooperativa de Crédito,Crédito misto,RS,Bagé,S4,,,,A
04751713,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE RONDÔNIA - SICOOB CREDJURD,200205,B3S,I,2,Cooperativa de Crédito,Atípicas,RO,Porto Velho,S5,,,,A
03528402,2023-03-01,COOPERATIVA DE CRÉDITO E INVESTIMENTOS DO ACRE - SICOOB ACRE,200001,B3S,I,2,Cooperativa de Crédito,,AC,Rio Branco,,,,,I
88445093,2023-03-01,COOPERATIVA DE CREDITO E RESERVA DE CARAZINHO LTDA,180001,B3S,I,2,Cooperativa de Crédito,,RS,Carazinho,,,,,I
05097757,2023-03-01,COOPERATIVA DE CRÉDITO E SERVIÇOS FINANCEIROS DE CURITIBA E REGIÃO METROPOLITANA,200208,B3S,I,2,Cooperativa de Crédito,Mútuo com relevância em PJ,PR,Curitiba,S5,,,,A
10311218,2023-03-01,COOPERATIVA DE CRÉDITO EVOLUA,200810,B3S,I,2,Cooperativa de Crédito,Mútuo com financiamento relevante,PR,Francisco Beltrão,S5,,,,A
26014175,2023-03-01,COOPERATIVA DE CRÉDITO GUARANICREDI LTDA. - SICOOB GUARANICREDI,198911,B3S,I,2,Cooperativa de Crédito,Crédito misto,MG,Guarani,S5,,,,A
07194313,2023-03-01,COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE,200504,B3S,I,2,Cooperativa de Crédito,Mútuo com relevância em PJ,PR,Arapongas,S5,,,,A
92659622,2023-03-01,COOPERATIVA DE CRÉDITO INDÚSTRIAS RENNER LTDA,196710,B3S,I,2,Cooperativa de Crédito,,RS,Porto Alegre,,,,,I
07122321,2023-03-01,COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO,200502,B3S,I,2,Cooperativa de Crédito,Crédito misto,PR,Pato Branco,S5,,,,A
07577844,2023-03-01,COOPERATIVA DE CRÉDITO JUAZEIRENSE LTDA,196812,B3S,I,2,Cooperativa de Crédito,,CE,Juazeiro do Norte,,,,,I
32430233,2023-03-01,COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA,198910,B3S,I,2,Cooperativa de Crédito,Crédito misto,ES,Linhares,S5,,,,A
85291086,2023-03-01,COOPERATIVA DE CRÉDITO LITORÂNEA,199206,B3S,I,2,Cooperativa de Crédito,Crédito misto,SC,Jacinto Machado,S5,,,,A
78825270,2023-03-01,COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO,198508,B3S,I,2,Cooperativa de Crédito,Mútuo com relevância em PJ,SC,Chapecó,S5,,,,A
71392047,2023-03-01,COOPERATIVA DE CRÉDITO MONTECREDI LTDA. - SICOOB MONTECREDI,199402,B3S,I,2,Cooperativa de Crédito,Crédito rural,MG,Monte Carmelo,S5,,,,A
07669921,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO - SICOOB CREDIACISC,200511,B3S,I,2,Cooperativa de Crédito,Atípicas,SP,São Carlos,S5,,,,A
60764271,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO ANAFON DE RESPONSABILIDADE LTDA,195306,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
10175348,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DE LIVRE ADMISSÃO DA REGIÃO ADMINISTRATIVA DE SOROCABA - SICOOB COOPERASO,200808,B3S,I,2,Cooperativa de Crédito,Mútuo com relevância em PJ,SP,Sorocaba,S5,,,,A
04546162,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DE SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIFISCO,200110,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,SP,São Paulo,S5,,,,A
04414354,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DO ABC - COOPER 7,200108,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,SP,São Bernardo do Campo,S5,,,,A
03620772,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DO CEARÁ - SICOOB CEARÁ,200004,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,CE,Fortaleza,S5,,,,A
33377862,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DO PESSOAL DO BNCC LTDA,196904,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
37119864,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DO PODER LEGISLATIVO FEDERAL LTDA,180001,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
05861932,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA,200410,B3S,I,2,Cooperativa de Crédito,Mútuo com financiamento relevante,SC,São José,S5,,,,A
04766558,2023-03-01,COOPERATIVA DE CREDITO MUTUO DOS CIRURGIÕES DENTISTAS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO OESTE PAULISTA - SICREDI OESTE SP,200203,B3S,I,2,Cooperativa de Crédito,,SP,Presidente Prudente,,,,,I
03189349,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS COMERCIANTES DE ARMARINHO DE BRASILIA - CREDICAB,199907,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
02426053,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES  DE CUPIRA,199803,B3S,I,2,Cooperativa de Crédito,,PE,Cupira,,,,,I
06376786,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECCOES DE BEBEDOURO E REGIAO - UNICOM BEBEDOURO,200410,B3S,I,2,Cooperativa de Crédito,,SP,Bebedouro,,,,,I
04492458,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS COMERCIANTES DE VESTUÁRIOS DE ARARAQUARA E REGIÃO - COMCRED,200111,B3S,I,2,Cooperativa de Crédito,,SP,Araraquara,,,,,I
05052490,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS CONTABILISTAS DA REGIÃO METROPOLITANA DE FLORIANÓPOLIS - COOPERCONT -EM LIQUIDAÇÃO ORDINÁRIA,200211,B3S,I,2,Cooperativa de Crédito,,SC,Florianópolis,,,,,I
04593058,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS CONTABILISTAS, ECONOMISTAS E ADMINISTRADORES DA REGIÃO METROPOLITANA DO RECIFE - CONTCRED LTDA",200110,B3S,I,2,Cooperativa de Crédito,,PE,Recife,,,,,I
02406781,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE IMÓVEIS DE  JOÃO PESSOA - CREDICOLIBRI,199803,B3S,I,2,Cooperativa de Crédito,,PB,João Pessoa,,,,,I
08030602,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP,200606,B3S,I,2,Cooperativa de Crédito,Atípicas,SP,São Paulo,S5,,,,A
04715685,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS DESPACHANTES DE TRÂNSITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CREDITRAN,200112,B3S,I,2,Cooperativa de Crédito,Mútuo com financiamento relevante,SC,Florianópolis,S5,,,,A
07839980,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS DESPACHANTES DOCUMENTALISTAS DO ESTADO DE SÃO PAULO - COOPERDESP,200605,B3S,I,2,Cooperativa de Crédito,,SP,Campinas,,,,,I
07753938,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS DISTRIBUIDORES DE BEBIDAS DO ESTADO DE SÃO PAULO - SICOOB CREDIBESP,200601,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
41156084,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS ECONOMISTAS, ADMINISTRADORES E CONTADORES DE JOÃO PESSOA - COOPECON LTDA.",199305,B3S,I,2,Cooperativa de Crédito,,PB,João Pessoa,,,,,I
01535631,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA ARKEMA QUÍMICA, ATOTECH DO BRASIL, TREBOL BRASIL E TOTAL LUBRIFICANTES DO BRASIL - CREDIQUÍMICA",199611,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
60504636,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA COBRASMA LTDA,196902,B3S,I,2,Cooperativa de Crédito,,SP,Osasco,,,,,I
46642294,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER - COOPEREMB,197409,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,SP,São José dos Campos,S5,,,,A
05815966,2023-03-01,COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DA EMPRESA DE CALÇADOS BIBI LTDA.,200309,B3S,I,2,Cooperativa de Crédito,,RS,Parobé,,,,,I
55319370,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA FIAÇÃO ALPINA - COOPERALPINA,198606,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Morungaba,S5,,,,A
49060635,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA E COMÉRCIO DOS RAMOS METALÚRGICO, ELETROMECÂNICO E QUÍMICO DE SOROCABA",198201,B3S,I,2,Cooperativa de Crédito,,SP,Sorocaba,,,,,I
49200827,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA IRMANDADE SANTA CASA MISERI. SANTOS,197710,B3S,I,2,Cooperativa de Crédito,,SP,Santos,,,,,I
47858162,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA LP DISPLAYS BRASIL,196710,B3S,I,2,Cooperativa de Crédito,,SP,Suzano,,,,,I
58290800,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION,198906,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Cruzeiro,S5,,,,A
02365873,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MILLENIUM INORGANIC CHEMICALS MINERAÇÃO LTDA. - RIBCRED LTDA.,199803,B3S,I,2,Cooperativa de Crédito,,PB,Mataraca,,,,,I
69225266,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MONTCALM LTDA.,199211,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
02104058,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL,199711,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Caçapava,S5,,,,A
60403730,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF COMERCIAL E COLIGADAS, LTDA.",198907,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
49091119,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS,196908,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Cajamar,S5,,,,A
94781788,2023-03-01,COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DA TERMOLAR S.A.-COTERMO LTDA.,199210,B3S,I,2,Cooperativa de Crédito,,RS,Porto Alegre,,,,,I
05645952,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTE DE PASSAGEIROS DE ITU E REGIÃO - VALECRED,200404,B3S,I,2,Cooperativa de Crédito,,SP,Itu,,,,,I
06369729,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI",200408,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SC,Otacílio Costa,S5,,,,A
20833992,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA,198501,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,MG,Belo Horizonte,S5,,,,A
53264529,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO CLC,198402,B3S,I,2,Cooperativa de Crédito,,SP,Mairinque,,,,,I
23069867,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO NOVELIS DO BRASIL E HINDALCO DO BRASIL LTDA. - COOPA,196910,B3S,I,2,Cooperativa de Crédito,,MG,Ouro Preto,,,,,I
02093154,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO MAGAZINE LUIZA, EMPRESAS CONTROLADAS E COLIGADAS - COOPLUIZA",199709,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Franca,S5,,,,A
05292849,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED,200301,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Guarulhos,S5,,,,A
03674133,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP,200003,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,São Paulo,S5,,,,A
33502345,2023-03-01,COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS EM SERVICOS PUBLICOS DO RIO DE JANEIRO LTDA,196708,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
07814673,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS NA CAIXA ECONÔMICA FEDERAL NO ESTADO DE SÃO PAULO - APCEFCREDI-SP,200603,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
06948735,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPRESÁRIOS DO ABCD PAULISTA - SICREDI ABCD SP,200409,B3S,I,2,Cooperativa de Crédito,,SP,São Bernardo do Campo,,,,,I
10400359,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPRESÁRIOS DO CONE LESTE PAULISTA - SICREDI CONE LESTE SP,200810,B3S,I,2,Cooperativa de Crédito,,SP,Taubaté,,,,,I
08969199,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPRESÁRIOS DO MUNICÍPIO DE GUARULHOS E REGIÃO - COOPERSIGMA,200708,B3S,I,2,Cooperativa de Crédito,,SP,Guarulhos,,,,,I
06970227,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPRESÁRIOS DO SETOR INDUSTRIAL ASSOCIADOS AO CEISE-BR DA ALTA MOGIANA - SICREDI ALTA MOGIANA SP,200409,B3S,I,2,Cooperativa de Crédito,,SP,Sertãozinho,,,,,I
06913907,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPRESÁRIOS DO SETOR INDUSTRIAL ASSOCIADOS AO CIESP DA ALTA NOROESTE DE SÃO PAULO - SICREDI CIESP ALTA NOROESTE,200408,B3S,I,2,Cooperativa de Crédito,,SP,Birigui,,,,,I
02118275,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS ENGENHEIROS E ARQUITETOS DE  JOÃO PESSOA LTDA,199709,B3S,I,2,Cooperativa de Crédito,,PB,João Pessoa,,,,,I
07286250,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS ESTIVADORES DE ITAJAÍ - ESTIVACREDI,200506,B3S,I,2,Cooperativa de Crédito,,SC,Itajaí,,,,,I
05165103,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CAMDA-COCREALPA - CREDI-CAMDA,200301,B3S,I,2,Cooperativa de Crédito,,SP,Adamantina,,,,,I
01523675,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COOPERATIVA DOS CAFEICULTORES DA REGIÃO DE MARÍLIA,199610,B3S,I,2,Cooperativa de Crédito,,SP,Marília,,,,,I
01380386,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA EDITORA GLOBO - CREDGLOBO,199607,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
03361439,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ENCOM ENGENHARIA - CREDENCOM,199909,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
45421856,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FÁBRICA DE CIMENTO VOTORAN,197310,B3S,I,2,Cooperativa de Crédito,,SP,Votorantim,,,,,I
05747018,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FIEP, SESI, SENAI, IEL E DO CONDOMÍNIO AGOSTINHO VELLOSO DA SILVEIRA (CEAVS) - CREDFISP LTDA.",200309,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,PB,Campina Grande,S5,,,,A
02380717,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA JUNTA  COMERCIAL DO ESTADO DA PARAÍBA LTDA,199802,B3S,I,2,Cooperativa de Crédito,,PB,João Pessoa,,,,,I
13056056,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NOVELIS ARATU,197307,B3S,I,2,Cooperativa de Crédito,,BA,Candeias,,,,,I
06077760,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN,200402,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Rio Claro,S5,,,,A
80403306,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SADIA - SICREDI COOFATO,198908,B3S,I,2,Cooperativa de Crédito,,PR,Toledo,,,,,I
03480988,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA CRUZ - COPACRED,199910,B3S,I,2,Cooperativa de Crédito,,SP,Américo Brasiliense,,,,,I
38063897,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA VIACAO PLANETA DO DISTRITO FEDERAL LTDA,180001,B3S,I,2,Cooperativa de Crédito,,DF,Brasília,,,,,I
53932869,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS FERROVIÁRIAS NO ESTADO DE SÃO PAULO,198410,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,Osasco,S5,,,,A
68986330,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS HIDROPLAS S/A, BORDOPLAS BRASIL LTDA, EME 4 INDÚSTRIA E COMÉRCIO DE PLÁSTICOS LTDA E BRASHIDRO S/A INDÚSTRIA E COMÉRCIO.",199209,B3S,I,2,Cooperativa de Crédito,,SP,Botucatu,,,,,I
07651495,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS DO PODER JUDICIÁRIO DA CAPITAL DO ESTADO DE SÃO PAULO - SICOOB JUDCRED,200602,B3S,I,2,Cooperativa de Crédito,Mútuo PF sem conta corrente,SP,São Paulo,S5,,,,A
09720794,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS INTEGRANTES DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO LIMITADA - COODPERJ,200807,B3S,I,2,Cooperativa de Crédito,,RJ,Rio de Janeiro,,,,,I
05689508,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS MAGISTRADOS, PROMOTORES, SERVENTUÁRIOS DO MINISTÉRIO PÚBLICO E DA JUSTIÇA DA CIDADE DO SALVADOR E REGIÃO METROPOLITANA",200306,B3S,I,2,Cooperativa de Crédito,,BA,Salvador,,,,,I
69321644,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS MÉDICOS DE JUNDIAÍ E REGIÃO - COOPCREM,199302,B3S,I,2,Cooperativa de Crédito,,SP,Jundiaí,,,,,I
03001648,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DA REGIÃO DE SÃO JOÃO DA BOA VISTA - SICREDI LESTE PAULISTA SP,199903,B3S,I,2,Cooperativa de Crédito,,SP,São João da Boa Vista,,,,,I
05742404,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS MILITARES DA ATIVA E DA RESERVA REMUNERADA, REFORMADOS, PENSIONISTAS E EXPEDICIONÁRIOS DAS FORÇAS ARMADAS - BS",200312,B3S,I,2,Cooperativa de Crédito,,SP,São Vicente,,,,,I
10484001,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO EM PERNAMBUCO - FEDERALCRED,200901,B3S,I,2,Cooperativa de Crédito,,PE,Recife,,,,,I
02083914,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL,199708,B3S,I,2,Cooperativa de Crédito,Mútuo PF com conta corrente,ES,Vila Velha,S5,,,,A
02339371,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESTADO DE GOIÁS - FEDERALCRED,199712,B3S,I,2,Cooperativa de Crédito,,GO,Goiânia,,,,,I
05369422,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS EM MINAS GERAIS - FEDERALCRED,200301,B3S,I,2,Cooperativa de Crédito,,MG,Belo Horizonte,,,,,I
09586871,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS EM SERGIPE - FEDERALCRED,200807,B3S,I,2,Cooperativa de Crédito,,SE,Aracaju,,,,,I
09599126,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS NA BAHIA - FEDERALCRED,200806,B3S,I,2,Cooperativa de Crédito,,BA,Salvador,,,,,I
08237246,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS NO RIO GRANDE DO NORTE - FEDERALCRED,200611,B3S,I,2,Cooperativa de Crédito,,RN,Natal,,,,,I
07030145,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS PRAÇAS E OFICIAIS DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO - COOPERACS- SP,200502,B3S,I,2,Cooperativa de Crédito,,SP,São Paulo,,,,,I
04802000,2023-03-01,COOPERATIVA DE CRÉDITO MÚTUO DOS PROFESSORES E FUNCIONÁRIOS DO CENTRO UNIVERSITÁRIO FEEVALE,200201,B3S,I,2,Cooperativa de Crédito,,RS,Novo Hamburgo,,,,,I
04204721,2023-03-01,"COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO CENTRO LESTE PAULISTA -SICREDI INTEGRADAS CENTRO LESTE PAULISTA SP",200101,B3S,I,2,Cooperativa de Crédito,,SP,Limeira,,,,,I
